body_temp,heart_rate,health_status
40.5,110.57873663318291,2
39.855276117678635,116.4515555849798,1
41.18491309756457,95.9261057460478,2
39.031724357923906,64.20624676601557,0
36.95781077538027,51.41294086854283,3
40.35094733868591,101.4521042627107,1
39.91812516954718,107.02349086014478,1
41.26833660296684,95.23298431765761,2
38.82347470287465,62.92515983618609,0
37.637573695141576,52.8249731204052,3
40.69894690963812,123.12922621520627,2
38.64042741125461,66.96899651462759,0
38.54941696765377,61.658522960432194,0
40.07183854688921,88.7908114006135,1
38.110072882066895,132.95458951500768,3
38.3942348535401,79.51510405280082,0
39.6,106.7110247972267,1
38.00158358428687,64.167139256317,0
37.76016569644425,50.04232183786787,3
36.87973905895786,60.0,3
39.028897161212505,70.65120665203567,0
38.0,64.20792275906038,0
38.55336641255478,68.30582127318259,0
40.84686111871106,107.07769473344918,2
39.17475429736061,99.99926316371798,1
39.38226718556037,133.99347029586005,3
37.23404066917333,53.00978675699997,3
40.132718131913215,98.816987145005,1
38.58079157487727,74.69394272066278,0
39.86500620976312,100.41920727352952,1
39.96936404292252,104.09619292400448,1
40.190483113403,93.73782206846612,1
38.76804033046564,73.72276378957686,0
38.12011286809871,143.7062922175997,3
39.06175423759959,66.37760744807716,0
38.44627021401092,69.36493767191939,0
41.13117650505869,105.07514341728186,2
39.05533887965761,70.44673897041757,0
38.13985817745576,65.36919714906574,0
40.20364956725908,105.29345188126115,1
38.336314562583944,71.88579600833692,0
39.0488840985079,63.95866695893784,0
39.00087110860467,72.48326985987818,0
38.02681291440303,69.17081666884701,0
40.00479145526894,93.93437730209773,1
40.21655416281312,87.72488526508258,1
41.18959626807583,107.2969917374943,2
38.66651994930689,68.7641846558971,0
37.04839843843899,60.0,3
40.07588502290904,99.08286949628307,1
40.33989627797256,110.00533146602575,1
41.3729338019025,97.79772145118507,2
38.93988971619046,74.95384066812781,0
42.0,103.09982325893856,2
38.7721239291101,69.6598135255034,0
38.02642002482123,132.5318728141084,3
39.94049054905399,87.2463281616603,1
38.5131678284911,66.7901933636467,0
36.437259077484605,55.44610279957656,3
40.05436246523051,94.21580236235684,1
38.21746963990414,66.63449762904233,0
38.210063616038035,60.611738619651085,0
38.89975294376087,67.94249480368795,0
38.86911327626714,69.86868712921147,0
38.67415301305241,65.08596130782932,0
40.596800513153454,106.50829307904013,1
40.375240261878844,94.91408172356002,1
39.6,95.65023649601997,1
39.96276301301431,85.0,1
38.99717723529872,71.28794832288258,0
40.05942172465982,112.08703662910435,1
36.67026670918673,46.407752073804346,3
37.03749810812042,58.921512073212654,3
42.0,102.5485632715143,2
38.56142364619063,63.638556800308095,0
38.46938521677181,75.62893543339979,0
41.54896789161417,123.18679884705966,2
37.16125227147049,54.778656053004404,3
40.5,121.8764459218366,2
41.16636695910311,102.49275407488915,2
41.14085215317485,113.61501425586985,2
40.9719321260507,109.774750822188,2
39.16297049942263,65.93011345798439,0
41.16694920398791,122.54585072384964,2
41.80054474830608,116.72976508203115,2
38.40264244486111,66.84321363679672,0
36.8054064228552,60.0,3
39.75809953093304,101.50656365814503,1
41.28972369639927,119.25382756068846,2
38.0,154.5669361577552,3
39.046071658342235,67.78636947519017,0
40.157433877293315,94.10676610940493,1
40.80433032632781,120.38077942962033,2
39.761630995834224,99.48744876704525,1
40.58656089754708,116.01080572859051,1
39.292579288853275,67.57556478393593,0
37.162538699381685,45.6489841573152,3
40.5,103.3239978638132,2
38.57310926610699,75.242291541224,0
39.99098649198787,110.54956959145488,1
41.64705855482953,95.88490784355986,2
38.50852171218664,74.79229212376893,0
39.01593840935191,61.223697499942894,0
40.371705204649686,117.67774751283179,1
40.41844742343352,103.08363390596406,1
39.13794899834999,75.84837358286683,0
40.6457164999779,103.27589118378368,2
39.03257265072922,73.58794947973398,0
38.17376448870638,60.0,0
40.19477741941259,94.11464898565767,1
38.94842381631091,141.05398421316028,3
39.03663039624784,71.93749443592174,0
38.01028310270706,157.4054680385691,3
41.1425702825972,108.03878814525497,2
38.799456810448774,75.64691945641208,0
41.23400592585448,130.0,2
39.07113523985207,67.39183460798381,0
38.53606518362926,70.74865811373151,0
39.8780697233105,118.30028867474338,1
40.590714060735735,100.84280800558777,2
38.56451855372365,155.81219464856514,3
39.95713482032413,103.35049107162489,1
38.9057726517943,69.79408916040218,0
40.45325573281432,96.3969300465577,1
39.97503395500108,103.88784349724158,1
40.5,115.41729307834756,2
41.029146656396144,118.65763590403253,2
38.45916396113137,80.0,0
38.76089712452015,69.90890639011711,0
39.07079565180643,61.74028641160504,0
40.94337190054767,104.1729451862241,2
40.22079653963124,105.22655304063302,1
41.25562201334183,101.53881043361069,2
40.22495272808397,93.9753779891175,1
38.72020596537054,60.49833150364166,0
38.65071647238144,63.99193697005457,0
39.17958369774849,69.96828159389236,0
39.6,100.54245584760811,1
40.44343159046444,116.34879775880414,1
41.15785600928994,126.28607776758022,2
37.10967892276688,59.350697969250234,3
40.18983004229092,98.5101728422085,1
